date,index,targetAt,originalRaw,currentCloseRaw,finalRaw,originalEffective,currentCloseEffective,finalEffective,spy_referencePrice,spy_currentClose,spy_priorAtr14Pct,spy_downsideExcursionPct,spy_acuteCloseDownsidePct,spy_acuteCloseDownsideAtrRatio,spy_shockAtrRatio,spy_realizedMovement60AtrRatio,spy_sessionDrawdownPct,spy_sessionDrawdownAtrRatio,spy_openToCurrentPct,rsp_referencePrice,rsp_currentClose,rsp_priorAtr14Pct,rsp_downsideExcursionPct,rsp_acuteCloseDownsidePct,rsp_acuteCloseDownsideAtrRatio,rsp_shockAtrRatio,rsp_realizedMovement60AtrRatio,rsp_sessionDrawdownPct,rsp_sessionDrawdownAtrRatio,rsp_openToCurrentPct
2022-05-18,19,2022-05-18T18:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,393.01,392.79,0.024940414910875043,0.0010432304521512637,0.0005597821938372317,0.02244478272866037,0.08977913091465307,0.10216495325274905,0.027265973254086157,1.0932445731765703,-0.026542750929367975,141.7072,141.64,0.023580349472929692,0.0008976255264375258,0.00047421725925015745,0.020110696823834616,0.08977989653495227,0.12349150609006258,0.027130984270897843,1.1505760040598334,-0.026930475405331222
2022-05-18,21,2022-05-18T18:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,393.72,392.279,0.024940414910875043,0.004698770699989898,0.0036599613938840567,0.14674821597647775,0.20571228054994867,0.18806153527957925,0.028531451213472052,1.1439846255737778,-0.02780916976456016,142.0682,141.5399,0.023580349472929692,0.00463298612919706,0.003718636542167787,0.15770065437057207,0.19701387825965688,0.22457793004456467,0.027818531492547666,1.179733638998159,-0.027618164330860173
2022-05-18,22,2022-05-18T19:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,392.279,391.6851,0.024940414910875043,0.002164275936259625,0.001513973472961895,0.06070362014313324,0.1441187142647132,0.18637617735363654,0.030002228826151642,1.202956283340316,-0.02928104089219341,141.5399,141.37,0.023580349472929692,0.0016949284265424618,0.0012003682353879308,0.05090544721425596,0.12254460218147269,0.21048097963494633,0.0289855072463768,1.2292229714259428,-0.028785380599065657
2022-05-18,23,2022-05-18T19:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,391.6851,391.6856,0.024940414910875043,0.00017897030037641995,0,0,0.10941990967580724,0.1850197660601689,0.030000990589400665,1.2029066355395317,-0.029279801734820254,141.37,141.41,0.023580349472929692,0.00007073636556547291,0,0,0.09257387147117437,0.2098613437420258,0.028710763101861436,1.2175715688531874,-0.028510579829623572
2022-05-18,24,2022-05-18T19:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,391.6856,390.85,0.024940414910875043,0.002516303892714038,0.002133343681769254,0.08553761793429622,0.1678813947011067,0.18037919805891126,0.0320703318474492,1.2858780402031413,-0.03135068153655507,141.41,141.08,0.023580349472929692,0.0028286542677321666,0.0023336397708788917,0.09896544466221405,0.17552871139635895,0.1933882134930701,0.030977402294113544,1.3136956400784343,-0.03077768617752119
2022-05-18,25,2022-05-18T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,390.85,391.46,0.024940414910875043,0.00035819368044017705,0,0,0.20824867529033472,0.12213730255652838,0.030559683011391857,1.2253077232514917,-0.029838909541511804,141.08,141.39,0.023580349472929692,0.0004961723844628692,0,0,0.23173005110003866,0.1456466573417286,0.02884813517411922,1.2233972701395694,-0.02864798021434467
2022-05-20,7,2022-05-20T15:15:00.000Z,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,HIGH,387.561,386.63,0.02686176498926608,0.004337381728295632,0.0024022024919947652,0.08942831913519762,0.30161645766329154,0.31323122506918455,0.026194494118832276,0.9751590831540503,-0.01683407501589318,140.24,139.895,0.02547428581251886,0.004135767256132433,0.002460068454078714,0.09657065450956664,0.18474386080090974,0.2921557597421258,0.018762713053236887,0.7365353906807587,-0.017315257094689507
2022-05-20,8,2022-05-20T15:30:00.000Z,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,HIGH,386.63,386.57,0.02686176498926608,0.0029744199881022613,0.00015518712981403996,0.0057772499266542056,0.13480249828859084,0.3110725001979189,0.02634561620028708,0.9807850009414776,-0.016986649713922497,139.895,139.85,0.02547428581251886,0.002680581864970156,0.00032166982379653247,0.012627236192759283,0.11504815197843182,0.2923756991315271,0.01907834747843164,0.7489257056641778,-0.017631357122787406
2022-05-20,9,2022-05-20T15:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,386.57,385.99,0.02686176498926608,0.001655586310370661,0.0015003750937734022,0.055855417332887465,0.14637008414527305,0.3136281450530732,0.02780646298768346,1.035168872886606,-0.018461538461538418,139.85,139.67,0.02547428581251886,0.0012870933142653332,0.0012870933142653332,0.05052519720230254,0.13754081460626535,0.29624053279211415,0.020340885179210254,0.7984869655978385,-0.018895757235178556
2022-05-20,10,2022-05-20T16:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,385.99,386.2,0.02686176498926608,0.00015544444156584956,0,0,0.12827471027138576,0.10752138883216689,0.027277535702591706,1.0154781606306127,-0.01792752701843614,139.67,139.77,0.02547428581251886,0.00017899334144753538,0,0,0.13069163844001075,0.1132610521944008,0.019639475345444225,0.7709529323013552,-0.018193312728294497
2022-05-20,11,2022-05-20T16:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,386.2,384.72,0.02686176498926608,0.006809943034697037,0.0038322112894872123,0.14266416562793094,0.26918221791622304,0.1546495682094355,0.031005213711810056,1.1542507993871471,-0.021691036236490713,139.77,139.31,0.02547428581251886,0.0062960578092582375,0.0032911211275667733,0.12919385264765357,0.26619550769444356,0.14210287187006548,0.02286596058076728,0.8976094854651522,-0.021424557459960747
2022-05-20,12,2022-05-20T16:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,384.72,384.44,0.02686176498926608,0.0017415263048451233,0.0007278020378457828,0.02709434909197558,0.0861213238994834,0.15689874468384948,0.03171045009193254,1.1805050823951437,-0.022403051493960602,139.31,139.33,0.02547428581251886,0.0008613882707630791,0,0,0.07889940388931542,0.14165288523512204,0.022725678614014033,0.8921026788058539,-0.02128406855858389
2022-05-20,13,2022-05-20T16:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,384.44,382.47,0.02686176498926608,0.005161793777962735,0.005124336697533999,0.1907669395358673,0.23380086234284517,0.24060218963637395,0.03667229176636513,1.365222716415668,-0.02741258741258734,139.33,138.75,0.02547428581251886,0.004162779013852096,0.004162779013852096,0.1634110194291051,0.20003762723217827,0.21027578465900992,0.026793855649856164,1.0518000719254248,-0.025358246698510944
2022-05-20,14,2022-05-20T17:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.47,382.97,0.02686176498926608,0.0015687504902345876,0,0,0.1644957885651321,0.24463791258677053,0.03541294108757511,1.318340068187108,-0.026141131595676992,138.75,138.95,0.02547428581251886,0.0011531531531531285,0,0,0.1612648981935033,0.2159345791361784,0.025391035982324506,0.9967320053324736,-0.02395335768474305
2022-05-20,15,2022-05-20T17:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.97,381.74,0.02686176498926608,0.004386766587461176,0.0032117398229626814,0.11956547993946369,0.16914141064606344,0.2319278942120865,0.038510943757398594,1.4336713828293677,-0.029268912905276556,138.95,138.5,0.02547428581251886,0.004174163368117914,0.003238575026988044,0.12713114121521346,0.16385791534405253,0.21470681864220478,0.02854738023427084,1.1206351551666176,-0.027114357965720814
2022-05-20,17,2022-05-20T17:45:00.000Z,ELEVATED,ELEVATED,HIGH,SEVERE,SEVERE,SEVERE,380.66,382.94,0.02686176498926608,0.00031524194819525177,0,0,0.26943239694814425,0.27834635781263334,0.03548850212830259,1.3211530270808245,-0.02621741894469165,138.14,138.925,0.02547428581251886,0.0001447806573040525,0,0,0.26967751871997003,0.28202330537578374,0.02556638844076581,1.0036155136565865,-0.02412896881146387
2022-05-20,18,2022-05-20T18:00:00.000Z,ELEVATED,ELEVATED,HIGH,HIGH,HIGH,HIGH,382.94,383.46,0.02686176498926608,0.000992322557058535,0,0,0.14679513718880016,0.27868204320595186,0.034178777422361015,1.2723950729231235,-0.024895104895104936,138.925,139,0.02547428581251886,0.0012596724851539416,0,0,0.13845659832777546,0.27710014626877694,0.02504033106544149,0.9829649886842319,-0.023602135431301074
2022-05-20,19,2022-05-20T18:15:00.000Z,ELEVATED,ELEVATED,HIGH,HIGH,HIGH,HIGH,383.46,382.64,0.02686176498926608,0.0036248891670578065,0.0021384238251707954,0.07960846303380684,0.16795444030303466,0.2640175838820121,0.03624411253557663,1.3492826160179616,-0.026980292434837905,139,138.86,0.02547428581251886,0.002589928057554055,0.0010071942446042185,0.039537683294314445,0.16379897364789361,0.2493699909687957,0.026022304832713613,1.0215126352992963,-0.024585557740938513
2022-05-20,20,2022-05-20T18:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.64,382.39,0.02686176498926608,0.002665690988919041,0.0006533556345389923,0.02432288551404095,0.13134358177582334,0.24331880084292623,0.036873787874971635,1.3727239401322417,-0.027616020343293135,138.86,138.7916,0.02547428581251886,0.00237649431081674,0.0004925824571512698,0.019336457978704133,0.1272135393335295,0.22835953204166065,0.026502069159009645,1.0403459140740934,-0.025066029783647248
2022-05-20,21,2022-05-20T18:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.39,383.14,0.02686176498926608,0.002641282460315361,0,0,0.1820541297364812,0.12172099547790523,0.03498476185678661,1.3023999677894014,-0.025708836617927555,138.7916,139.08,0.02547428581251886,0.0028214964017994077,0,0,0.1951568911723999,0.09507836031267658,0.02447920319842871,0.9609377620470468,-0.02304017982579376
2022-05-20,22,2022-05-20T19:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,383.14,383.51,0.02686176498926608,0.0019053087644202156,0,0,0.23416662818346234,0.11641720667809981,0.034052842354481985,1.2677068081002663,-0.024767959313413912,139.08,139.23,0.02547428581251886,0.0015681622088008415,0,0,0.19986092599111777,0.10189817474923106,0.02342708844778006,0.9196367121023372,-0.02198651306546795
2022-05-20,23,2022-05-20T19:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,383.51,382.75,0.02686176498926608,0.002998618028213025,0.0019816953925581885,0.0737738340481376,0.17375679335021738,0.1125079428942177,0.035967055386242786,1.338968433407677,-0.026700572155117563,139.23,138.92,0.02547428581251886,0.0028011204481791737,0.0022265316382963606,0.08740310345431444,0.15735378076726514,0.12829385063356927,0.025601458932454274,1.004992215321417,-0.024164091036808277
2022-05-20,24,2022-05-20T19:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.75,385.27,0.02686176498926608,0.000026126714565619607,0,0,0.2470494959033828,0.2685935874429779,0.029619927965141152,1.1026798863357352,-0.02029243483788945,138.92,139.7587,0.02547428581251886,0,0,0,0.23736271139837026,0.2687977236217912,0.019718734656659808,0.7740642780638586,-0.01827268895757239
2022-06-28,15,2022-06-28T17:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,384.53,382.79,0.024360937010954643,0.004967102696798607,0.0045250045510102,0.18574837860199683,0.20789940650999833,0.2115479442532437,0.026376030114965927,1.0827182100222639,-0.01906567921482205,137.36,136.78,0.02351210243272626,0.004659289458357707,0.004222481071636666,0.17958755852302843,0.20745459346624862,0.22461387999597068,0.02258110618836642,0.9604035306062636,-0.01419819819819823
2022-06-28,17,2022-06-28T17:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,383.5301,383.0399,0.024360937010954643,0.002333845505215923,0.0012781265407852361,0.05246623067948853,0.11184661578960546,0.2162093665987213,0.02574041102858896,1.0566264761086157,-0.01842528765087259,137,136.78,0.02351210243272626,0.002627737226277472,0.0016058394160583858,0.06829841868259445,0.1117610487533412,0.22035835822665137,0.02258110618836642,0.9604035306062636,-0.01419819819819823
2022-06-28,18,2022-06-28T18:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,383.0399,383.085,0.024360937010954643,0.000417449983670091,0,0,0.06215699202078412,0.2087523090625981,0.02562569946077944,1.0519176437776616,-0.018309714783589226,136.78,136.75,0.02351210243272626,0.00040210557098996065,0.00021933031144905058,0.009328400642886231,0.04197780289299245,0.2041643353348442,0.02279548377876231,0.9695212856436651,-0.014414414414414378
2022-06-28,19,2022-06-28T18:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,383.085,382.0399,0.024360937010954643,0.003119412140908658,0.0027281151702624505,0.11198728394706943,0.2025222147736691,0.14702454948591814,0.028283904771594353,1.1610351752428747,-0.020987878943187432,136.75,136.35,0.02351210243272626,0.003071297989030987,0.002925045703839164,0.12440596123670429,0.18349879282412843,0.15782340712861295,0.025653851650707472,1.091091352809017,-0.017297297297297343
2022-06-28,20,2022-06-28T18:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,382.0399,381.8601,0.024360937010954643,0.0013346773465285067,0.00047063147069193606,0.019319103796389365,0.07306446374607836,0.12526150696423186,0.02874122494658672,1.1798078593472143,-0.021448632857545613,136.35,136.26,0.02351210243272626,0.0013934726806013769,0.0006600660066006851,0.02807345742428996,0.0655047339900099,0.14497122216522376,0.026296984421895146,1.1184446179212215,-0.017945945945946007
2022-06-28,21,2022-06-28T18:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,381.8601,381.17,0.024360937010954643,0.00301183601009901,0.0018072063564639842,0.07418459953536756,0.12469806616581892,0.13579799178728807,0.030496489978634675,1.2518603026197634,-0.023217077108371953,136.26,135.99,0.02351210243272626,0.0028621752531923263,0.0019815059445177003,0.08427599999563042,0.12173199999369232,0.1531483771928365,0.028226382735457974,1.2005044132578273,-0.019891891891891778
2022-06-28,23,2022-06-28T19:15:00.000Z,ELEVATED,ELEVATED,HIGH,HIGH,HIGH,HIGH,381.51,381.14,0.024360937010954643,0.002018295719640329,0.0009698304107362967,0.03981088290241803,0.12696443736446747,0.09381999529429898,0.03057279479092491,1.2549925635937942,-0.023293954847141474,136.13,136.05,0.02351210243272626,0.0019841328142215908,0.0005876735473443333,0.024994512890789227,0.1125065511496838,0.102139378032645,0.02779762755466619,1.182268903183024,-0.01945945945945937
2022-06-28,24,2022-06-28T19:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,381.14,381.4999,0.024360937010954643,0.0005509786430182598,0,0,0.10877844727171394,0.0996565937430822,0.029657391392817173,1.2174158727753706,-0.022371678241037363,136.05,136.18,0.02351210243272626,0.0004726203601617266,0,0,0.09825493434551955,0.10628236170081666,0.026868657996284056,1.1427586313542866,-0.01852252252252251
2022-06-28,25,2022-06-28T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,381.4999,381.045,0.024360937010954643,0.0016773267830476795,0.0011923987398162075,0.04894716238870487,0.10114383962493192,0.08260694022996491,0.03081442669651035,1.2649113900115458,-0.023537401019911308,136.18,135.94,0.02351210243272626,0.0020561022176531145,0.001762373329417015,0.07495600763307263,0.09994134351075758,0.09905503174361445,0.028583678719451194,1.2157006716534995,-0.020252252252252245
2022-09-02,25,2022-09-02T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,392.63,390.36,0.01665356847164884,0.00583246313322981,0.005781524590581417,0.3471643089842233,0.35022302536294486,0.434739977512297,0.027879119921305907,1.674062827361447,-0.024782652143499395,140,139.21,0.016344357210978638,0.005642857142857086,0.005642857142857086,0.3452480308657677,0.3452480308657677,0.4184054678897318,0.026162994053864855,1.6007355759632418,-0.021989602360545146
2022-09-13,25,2022-09-13T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,394.18,392.8,0.016601152077992128,0.004439596123598356,0.0035009386574661205,0.21088528320316136,0.2842366860564379,0.29498407751749606,0.02555197221533121,1.5391686128341078,-0.022472189731976178,141.56,141.17,0.016350926959787723,0.0037439954789488636,0.002755015541113413,0.16849292690799106,0.22897756733649247,0.2777829556889159,0.021995912570577515,1.34523948548438,-0.019380383439844495
2022-09-21,25,2022-09-21T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,HIGH,HIGH,HIGH,381.55,378.98,0.019356612929442112,0.006788101166295457,0.006735683396671454,0.34797841033573773,0.41026248378105,0.7017246873390791,0.026534124476638114,1.370804105726511,-0.018466240190619265,136.15,135.175,0.019195253577155118,0.007161219243481412,0.007161219243481412,0.3730723959804421,0.38455154662599467,0.6708871672988805,0.026116714697406337,1.3605819059607875,-0.017909038070328176
2022-09-29,1,2022-09-29T13:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,366.81,363.356,0.02160317734212017,0.0095962487391292,0.009416319075270596,0.4358765808449575,0.48206385026859616,,0.010225817874751488,0.4733478651223214,-0.00941631907527063,129.97,128.5,0.022023495992930197,0.011310302377471715,0.011310302377471715,0.5135561756908374,0.5240369139702428,,0.011538461538461539,0.5239159823747112,-0.01131030237747177
2022-10-07,13,2022-10-07T16:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,364.31,363.86,0.02274026081382319,0.0015920507260299857,0.0012352117701956813,0.05431827630775586,0.07242436841033886,0.12418124707102456,0.02527047766461379,1.1112659556328637,-0.013849364446974044,130.48,130.26,0.022833032532867094,0.0019160024524831393,0.001686082158185154,0.07384398702879771,0.0839136216236342,0.12796266126090666,0.014674735249621769,0.6426976017529938,-0.013256571471858214
2022-10-07,14,2022-10-07T17:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,363.86,363.81,0.02274026081382319,0.001154290111581421,0.00013741548947400476,0.006042828206722835,0.055594019501834964,0.1242353864633018,0.02540442059903027,1.1171560786843575,-0.013984876819253644,130.26,130.26,0.022833032532867094,0.001151543067710558,0,0,0.0638820628403444,0.1275677885046375,0.014674735249621769,0.6426976017529938,-0.013256571471858214
2022-10-07,15,2022-10-07T17:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,363.81,363.78,0.02274026081382319,0.0019240812512025195,0.00008246062505161914,0.003626195219427455,0.08462330910395092,0.12411181133969693,0.02548478635968022,1.1206901525152564,-0.014066184242621516,130.26,130.266,0.022833032532867094,0.0013818516812527132,0,0,0.0739687043414519,0.1274077876740023,0.014629349470499226,0.6407098772114898,-0.013211120369668983
2022-10-07,16,2022-10-07T17:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,363.78,363.84,0.02274026081382319,0.00027489141788983974,0,0,0.06647363982992713,0.055251661043739256,0.02532405483838047,1.113622004853465,-0.013903569395885995,130.266,130.35,0.022833032532867094,0,0,0,0.06532480581574517,0.07908586977085239,0.01399394856278362,0.6128817336304312,-0.012574804939019746
2022-10-07,18,2022-10-07T18:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,364.095,363.43,0.02274026081382319,0.002320822862165169,0.001826446394485012,0.0803177417109818,0.11943791695937976,0.08640934229815084,0.026422386900595275,1.1619210138756992,-0.015014770848578496,130.44,130.23,0.022833032532867094,0.002069917203311946,0.001609935602575958,0.07050905744817426,0.10408479909015883,0.08177754331066316,0.014901664145234486,0.6526362244605148,-0.01348382698280437
2022-10-07,19,2022-10-07T18:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,363.43,363.6699,0.02274026081382319,0.0011831714497977789,0,0,0.09195966420968052,0.09108258872822031,0.025779728701265207,1.1336602034746412,-0.014364582486381172,130.23,130.25,0.022833032532867094,0.0009982338938800234,0,0,0.07734873225444555,0.08202887137626977,0.014750378214825936,0.6460104759888311,-0.013332323308840155
2022-10-07,20,2022-10-07T18:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,363.6699,362.68,0.02274026081382319,0.002859461286182851,0.002721973965950928,0.11969844973353663,0.14389448952713563,0.15023698278222142,0.028431530916842015,1.2502728596480852,-0.01704745643277239,130.25,130,0.022833032532867094,0.0020729366602687924,0.0019193857965451055,0.08406179922803676,0.1183926380327694,0.114006802714081,0.016641452344931838,0.7288323318848355,-0.015226119233391344
2022-10-07,21,2022-10-07T18:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,362.68,362.5386,0.02274026081382319,0.0009098930186389767,0.0003898753722290527,0.017144718586167576,0.09093733337781257,0.14803787590467507,0.028810321535371823,1.2669301276377096,-0.017430685421579106,130,129.94,0.022833032532867094,0.0007692307692307255,0.00046153846153847904,0.020213629568219454,0.07748558001150152,0.11176646569885955,0.01709531013615727,0.7487095772998773,-0.015680630255283656
2022-10-07,22,2022-10-07T19:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,362.5386,362.78,0.02274026081382319,0.0007133033558357684,0,0,0.07399121183187718,0.12775623902389097,0.02816364504800921,1.2384926135451044,-0.0167764316882133,129.94,130.0063,0.022833032532867094,0.0005387101739263751,0,0,0.06235413666764987,0.08955208607676632,0.01659379727685309,0.7267452211162528,-0.015178395576092574
2022-10-07,23,2022-10-07T19:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,362.78,362.395,0.02274026081382319,0.0011025966150283292,0.0010612492419648021,0.04666829684379422,0.13576231809104147,0.13287954588658718,0.029195005643015845,1.283846561041595,-0.017819876954766056,130.0063,129.87,0.022833032532867094,0.0010484107308646245,0.0010484107308646245,0.04591640332292637,0.13141591295871138,0.10041241682185509,0.01762481089258687,0.7718996969507563,-0.01621089311415791
2022-10-07,24,2022-10-07T19:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,362.395,361.62,0.02274026081382319,0.0030491590667640596,0.002138550476689737,0.09404247797324163,0.15896212405800048,0.11033241821767967,0.03127112112647075,1.3751434683397246,-0.019920318725099695,129.87,129.59,0.022833032532867094,0.0029260029260028907,0.0021560021560021645,0.09442469601436862,0.14838166516543505,0.10923502451117514,0.01974281391830549,0.8646601755542818,-0.018331944549655255
2022-10-07,25,2022-10-07T19:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,361.62,362.59,0.02274026081382319,0.0018804269675350004,0,0,0.23530604595769028,0.16060250143252985,0.02867262819879171,1.2608750811407754,-0.01729137870287567,129.59,129.9631,0.022833032532867094,0.0015433289605680765,0,0,0.21967380437205727,0.1655991691390716,0.016920574886535488,0.7410568378150867,-0.015505643511855127
2022-10-14,3,2022-10-14T14:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,366.6,362.1101,0.02447955292933136,0.013284233496999465,0.012247408619749137,0.5003117767348729,0.5448951175379192,,0.02201128936423055,0.8991703985678863,-0.01747361280694615,131.5799,129.86,0.024236839446159442,0.013755140412783402,0.013071145364907524,0.5393089884489362,0.5675302855943551,,0.021401657874905614,0.8830218115876041,-0.016063039854523287
2022-10-14,5,2022-10-14T14:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,361.9501,360.4,0.02447955292933136,0.00447603136454455,0.0042826345399546595,0.17494741641393352,0.28554090931375053,0.5358485788651889,0.02662993572084485,1.087844038562359,-0.022113688780355578,129.6953,129.28,0.024236839446159442,0.0032021206628150903,0.0032021206628150903,0.13211791372090376,0.22905104232855794,0.5596944636411789,0.025772418990203376,1.0633572519822614,-0.02045764509774195
2022-10-14,9,2022-10-14T15:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,362.17,360.8101,0.02447955292933136,0.004970041693127568,0.003754866499157961,0.15338787068528878,0.20528415666388453,0.2651431467597555,0.025522335656025533,1.0425981115629246,-0.021000949667616453,129.7119,129.11,0.024236839446159442,0.0054112228716102625,0.00464028358230818,0.19145580398864578,0.22326437750396214,0.2759555449228114,0.027053504144687077,1.1162141914082764,-0.02174571904834044
2022-10-14,10,2022-10-14T16:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,360.8101,359.745,0.02447955292933136,0.004157588714949983,0.0029519683623046382,0.12058914518686306,0.16983924203813244,0.2223311334641994,0.028398962890941463,1.1601095401098551,-0.023890923890923954,129.11,128.78,0.024236839446159442,0.003020680040275848,0.0025559600340795637,0.10545764598381163,0.13102313591927506,0.25063364519599446,0.029540316503391017,1.2188188385293761,-0.0242460978936202
2022-10-14,11,2022-10-14T16:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,359.745,358.77,0.02447955292933136,0.0030229746070132377,0.0027102530959430228,0.11071497521899601,0.27374419565171626,0.23863982407946951,0.031032247609787744,1.2676803248561355,-0.026536426536426627,128.78,128.45,0.024236839446159442,0.002632396334834591,0.002562509706476258,0.10572788222526729,0.2207470025854717,0.25475025626500925,0.03202712886209495,1.3214234856504756,-0.02674647673889985
2022-10-14,12,2022-10-14T16:30:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,358.77,359.69,0.02447955292933136,0.0008919363380438532,0,0,0.14574389338216648,0.24758971354927717,0.028547507157132807,1.166177635659646,-0.024040157373490745,128.45,128.81,0.024236839446159442,0.0007006617360838848,0,0,0.14454478226019032,0.26893618065920716,0.02931424265259975,1.2094911433365487,-0.024018790725867434
2022-10-14,13,2022-10-14T16:45:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,359.69,360.56,0.02447955292933136,0.0013344824710167593,0,0,0.17944247101970104,0.21802668838124,0.026197806946470018,1.0701913969629668,-0.02167955501288832,128.81,129.17,0.024236839446159442,0.0008539709649872964,0,0,0.16976583873061335,0.2212879357850205,0.026601356443104757,1.0975588010226307,-0.02129110471283535
2022-10-14,14,2022-10-14T17:00:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,360.56,359.33,0.02447955292933136,0.0040215220767694385,0.003411360106501049,0.13935549053322632,0.16988907158908245,0.22894070772002947,0.029519796899476064,1.2058960792582731,-0.025016958350291718,129.17,128.7,0.024236839446159442,0.0040125416118292345,0.003638615777657342,0.15012748612459514,0.17194388464014604,0.24573420095224652,0.030143180105501134,1.2436926923769183,-0.024852250340960724
2022-10-14,15,2022-10-14T17:15:00.000Z,ELEVATED,ELEVATED,HIGH,ELEVATED,ELEVATED,HIGH,359.33,358.7721,0.02447955292933136,0.001586285587064796,0.0015526118053042078,0.06342484316549225,0.16711690169077228,0.2101874226593322,0.03102657591962396,1.267448633935139,-0.026530728530728465,128.7,128.5136,0.024236839446159442,0.0014483294483293855,0.0014483294483293855,0.05975735621580342,0.14631575845973172,0.22973431189028146,0.031547852298417424,1.30164877184168,-0.026264585543264052
