symbol,group,metric,n,p50,p75,p90,p95,p97.5,p99,p99.5,p99.9,max
SPY,index_25,shockPct,1231,0.0016291186614809034,0.0025423975653932635,0.003919584291418701,0.004791796922269701,0.006527805853358131,0.008560582980676398,0.011167683554057672,0.013796189075952951,0.014317707635472514
SPY,index_25,shockAtrRatio,1231,0.13119609546649572,0.18976781292066533,0.2662267123960481,0.3477042782003543,0.41635904214470854,0.49360327662586195,0.6146364818465383,0.6774348937775232,1.7177604244671538
SPY,index_25,downsideExcursionPct,1231,0.000716531985191624,0.0013422980631210967,0.002489301120185566,0.0033700619404169714,0.004142867283442702,0.005817064123887272,0.0072204354042212995,0.010414126835398437,0.014090169041828287
SPY,index_25,downsideExcursionAtrRatio,1231,0.059922601884164095,0.10866341244047147,0.1729594567554288,0.22990923189026935,0.3202171931192179,0.41057604484367033,0.5650219284248946,0.6709833285862414,1.5384337867480566
SPY,index_25,realizedMovement60Pct,1231,0.001721024632904723,0.002881111767456857,0.004594443504399614,0.005963913675581613,0.0072316902259048285,0.010243417129712567,0.012468001931411763,0.015625797256053606,0.017278561041415525
SPY,index_25,realizedMovement60AtrRatio,1231,0.14033683310127723,0.21307401721910846,0.3175096426147008,0.4007236251576413,0.5381734592060959,0.6270992735327519,0.7639767553538337,0.9180439722099749,1.751697727497573
SPY,index_25,sessionDrawdownPct,1231,0.003252306728661172,0.007138850089995315,0.01293352525241907,0.018042826302610178,0.021182593262634615,0.02800414177543419,0.03126216400447649,0.03956671308557336,0.065478684902282
SPY,index_25,sessionDrawdownAtrRatio,1231,0.2674642932376698,0.5862078299847469,0.9379025871583976,1.2615633161063764,1.4858233090346524,1.7785826452449514,2.269070303751247,3.461973099248946,4.513188502408043
SPY,index_25,pathLength60,1231,0.002923845382888146,0.004919063088978104,0.007835480962557928,0.01021562709758933,0.01250944699844031,0.016828075493470027,0.021397753919882297,0.02583597971909807,0.026826839325539087
SPY,index_25,openToCurrentPct,1231,0.00038463229152929657,0.004839177617989909,0.008964443912366615,0.012407241192253227,0.01634253202735131,0.019919023930325738,0.02509659029869961,0.04581424634441357,0.09788424124513617
SPY,index_26,shockPct,0,,,,,,,,,
SPY,index_26,shockAtrRatio,0,,,,,,,,,
SPY,index_26,downsideExcursionPct,0,,,,,,,,,
SPY,index_26,downsideExcursionAtrRatio,0,,,,,,,,,
SPY,index_26,realizedMovement60Pct,0,,,,,,,,,
SPY,index_26,realizedMovement60AtrRatio,0,,,,,,,,,
SPY,index_26,sessionDrawdownPct,0,,,,,,,,,
SPY,index_26,sessionDrawdownAtrRatio,0,,,,,,,,,
SPY,index_26,pathLength60,0,,,,,,,,,
SPY,index_26,openToCurrentPct,0,,,,,,,,,
SPY,prior_ATR_lt_1pct,shockPct,9640,0.0011881124112008562,0.0017128154721048317,0.0024401561648198663,0.002999788234360026,0.003602315739708747,0.004501681819326113,0.005543977556777127,0.008148842026506066,0.01622870839424761
SPY,prior_ATR_lt_1pct,shockAtrRatio,9640,0.1368997778862603,0.1959420360129288,0.27919376397186346,0.3447073430618121,0.41706042606795823,0.5255776133037756,0.6565292289762437,0.947502803073055,1.7177604244671538
SPY,prior_ATR_lt_1pct,downsideExcursionPct,9640,0.00051398333222931,0.0009700381173357756,0.0016231366316018683,0.002154085241854525,0.0027392754362004813,0.0035337472391231946,0.004417400162191919,0.006696717559947999,0.011460408662836223
SPY,prior_ATR_lt_1pct,downsideExcursionAtrRatio,9640,0.058983299816204204,0.11211690187115238,0.1878602096306318,0.2467850348711667,0.31732162629262245,0.41530968467909596,0.5101597408005946,0.8445757618784752,1.5384337867480566
SPY,prior_ATR_lt_1pct,realizedMovement60Pct,8476,0.0013706880090145887,0.0020061300997628426,0.00283935437145566,0.0035194214386933004,0.00412312758310973,0.005467961086909205,0.006477695074230611,0.008122548714903735,0.012516149449904894
SPY,prior_ATR_lt_1pct,realizedMovement60AtrRatio,8476,0.15666835293876047,0.22937994083010776,0.32285006602694555,0.40501699212369335,0.484559673641612,0.6265670101401996,0.7653005686891428,1.109187833523559,1.751697727497573
SPY,prior_ATR_lt_1pct,sessionDrawdownPct,9640,0.0017586039629834027,0.0036763014748478697,0.006054795685893294,0.007873791668710562,0.009870147815047027,0.01247347895654588,0.015123186936383636,0.021578492505186536,0.032247425400516075
SPY,prior_ATR_lt_1pct,sessionDrawdownAtrRatio,9640,0.20228858320430182,0.42194309929498186,0.7028423265119432,0.9222110997623325,1.1495809119048535,1.4483715750538646,1.7133907228735192,3.0183239727590374,4.513188502408043
SPY,prior_ATR_lt_1pct,pathLength60,8476,0.002304989425838233,0.0033898307639739778,0.004766520814354802,0.005864193696650588,0.006995156959490961,0.008772640250375136,0.010731740003878817,0.013620408789854438,0.021464753964824612
SPY,prior_ATR_lt_1pct,openToCurrentPct,9640,0.00019578608810089104,0.002290588613214184,0.004446137553327634,0.005990055292732297,0.007628484516297135,0.010249719913956392,0.011994299283811592,0.01831734001409507,0.023789470065489926
SPY,prior_ATR_ge_2pct,shockPct,3925,0.0032324268855823267,0.004685945987299999,0.006766894788107645,0.008475261115707653,0.01111504199842909,0.015397024031304034,0.019815183239120505,0.02884754646933423,0.0713361597101968
SPY,prior_ATR_ge_2pct,shockAtrRatio,3925,0.13619018624525805,0.1961788777120058,0.28009251406458985,0.34353660965803284,0.4258542921407567,0.5681045786775979,0.7843970367874973,1.167978878340885,2.2048650995953114
SPY,prior_ATR_ge_2pct,downsideExcursionPct,3925,0.0013986738499791847,0.002600357549163021,0.004117028968851898,0.005211899515502425,0.00682835894181976,0.009058519556982458,0.011220618225380554,0.017229238827096847,0.03174510490871569
SPY,prior_ATR_ge_2pct,downsideExcursionAtrRatio,3925,0.0589586864813738,0.1082579617990798,0.17312931843579063,0.21975917110296067,0.2789609144414114,0.36041310743996263,0.445102133903335,0.7415471844770163,1.2852951658648004
SPY,prior_ATR_ge_2pct,realizedMovement60Pct,3454,0.0036634095123221294,0.005336889506989946,0.007527239049029715,0.009150279907070425,0.011309126422982096,0.015322301859287877,0.019476702795339983,0.04630110796588582,0.05448241817901385
SPY,prior_ATR_ge_2pct,realizedMovement60AtrRatio,3454,0.15352175666801693,0.22585406958876192,0.31105452723459537,0.37784818558658834,0.46051861529133814,0.595710030605239,0.7819554534193696,1.4866673772931578,2.2058830459522354
SPY,prior_ATR_ge_2pct,sessionDrawdownPct,3925,0.004724132329850032,0.010054991610838856,0.017050806358233524,0.022796986990796814,0.028521459183809057,0.0343922834242186,0.04115375693822991,0.05234246656769018,0.065478684902282
SPY,prior_ATR_ge_2pct,sessionDrawdownAtrRatio,3925,0.19732795009937235,0.4168889115853744,0.7133073164260708,0.9531750457351789,1.2005949606872874,1.3716093282491406,1.5807848529700657,2.0141541381985766,2.276805560944238
SPY,prior_ATR_ge_2pct,pathLength60,3454,0.00616806579235607,0.0091571974407956,0.012564291637914815,0.015202228692882824,0.01950093989010256,0.026817109481216923,0.03317875105541665,0.0654524747825138,0.10216228601229227
SPY,prior_ATR_ge_2pct,openToCurrentPct,3925,0.0004655385116734134,0.006597185642260417,0.01231321670599321,0.015517553339335416,0.01865565791826898,0.029808529782790975,0.04380750561990853,0.0843604896238652,0.09788424124513617
RSP,actionable,shockPct,30905,0.0015854002254791033,0.0024830699774267308,0.003788268903475601,0.004874313208468742,0.006019428132366671,0.0077130040674938454,0.009345488038352692,0.016458559518462937,0.06942903752039162
RSP,actionable,shockAtrRatio,30905,0.1259115898819309,0.18578244820447387,0.27077291562813727,0.34481736626084397,0.41944730800621893,0.5296884013229058,0.6161014587095227,0.8561030697814523,2.3958783418329226
RSP,actionable,downsideExcursionPct,30905,0.0006644518272423403,0.0013487692480611954,0.002367898703820847,0.003196262195412336,0.0041710114702814965,0.0055578241333015714,0.006738058812171753,0.009810929177924324,0.029432067775337294
RSP,actionable,downsideExcursionAtrRatio,30905,0.053629306692907226,0.10538817210553712,0.174749581269169,0.23268597883025532,0.2989559957305566,0.39457563297367054,0.4746940574534852,0.6607603417493132,1.3422877909107656
RSP,actionable,realizedMovement60Pct,27182,0.0018717456094349892,0.0029504250280030357,0.0044334226268185045,0.005705143288684555,0.0071723778758161745,0.008943297486184113,0.010437725452350848,0.016649160249259963,0.05238231462022518
RSP,actionable,realizedMovement60AtrRatio,27182,0.1498785904025292,0.22130083985703633,0.32093950234414786,0.39362621775407797,0.475115112919315,0.5906913007149894,0.6882048995457533,1.0015123463587094,2.3889636946709216
RSP,actionable,sessionDrawdownPct,30905,0.002998950367371463,0.005787765703458383,0.00941633340390999,0.012654758761615623,0.016297486081153684,0.02071328862823318,0.024331484245793372,0.033482819726039954,0.059116365899191045
RSP,actionable,sessionDrawdownAtrRatio,30905,0.24462235426959214,0.4685538014690041,0.7266171874459675,0.9354614435126585,1.1373793220055128,1.3764450737330751,1.637297328893561,2.0886558392668273,3.778527753860634
RSP,actionable,pathLength60,27182,0.0031525496977679035,0.0049945609171846705,0.007480864645534858,0.009550663557012926,0.011817043670666952,0.01486874326457394,0.017774664249658966,0.029208075866066927,0.10200038646655096
RSP,actionable,openToCurrentPct,30905,0.00012711325791281425,0.0034868553080473763,0.006932163659522096,0.009468075022921237,0.012408498046798958,0.015747946578327704,0.018410587512412317,0.025391271843453116,0.08959270034382416
RSP,closing_only,shockPct,1241,0.002104950347935967,0.0029856998411093836,0.0043456038279594,0.005402331532556091,0.006490614062997202,0.008162137721211596,0.011594432573222336,0.015407355744096763,0.021237088346093152
RSP,closing_only,shockAtrRatio,1241,0.1708697363059697,0.22926160141499854,0.299588573397181,0.3564293009607057,0.44579472700178807,0.5970499561329606,0.7258573495951409,1.0636107273320625,1.5331958411389626
RSP,closing_only,downsideExcursionPct,1241,0.0008928073210200133,0.0017519643236356577,0.0028711679170140064,0.003721507210420141,0.0047119580726211925,0.0059207846288984,0.0074610248150119305,0.013870559203678287,0.014733780194764033
RSP,closing_only,downsideExcursionAtrRatio,1241,0.0745198455415127,0.1331817902680835,0.20869462614139578,0.25268834031035137,0.30811514893853326,0.4339910576040683,0.5884562127268882,1.0456871024559113,1.4476674085316596
RSP,closing_only,realizedMovement60Pct,1241,0.00191381250978343,0.0030206897577027495,0.004673832844272425,0.006198887932879522,0.007573487613953197,0.010477467661209149,0.012251148667474288,0.014312918005529961,0.019676551968143104
RSP,closing_only,realizedMovement60AtrRatio,1241,0.15433822824424387,0.22252698153124081,0.32017589186873435,0.40635225275593884,0.5516537730534071,0.6369508035927699,0.7330831682543771,1.056736201612406,1.2048513281438733
RSP,closing_only,sessionDrawdownPct,1241,0.0038856656198436056,0.007473841554559124,0.012572205232755653,0.016945760224164337,0.021709836801916457,0.027370069008302703,0.03313632988747395,0.04533954860155923,0.04904284221525617
RSP,closing_only,sessionDrawdownAtrRatio,1241,0.3121853627508307,0.6182405675439199,0.9621357396452778,1.2430994834423443,1.5576316992378694,1.84681507687459,2.186217484949554,2.888735121888776,3.990343957060779
RSP,closing_only,pathLength60,1241,0.0032093422485149903,0.005062054448907727,0.008047482409542117,0.010586096253516475,0.012790020543903102,0.016185462665189627,0.019525601254574976,0.025309981074630356,0.034948362279983214
RSP,closing_only,openToCurrentPct,1241,0.00013819789939195637,0.004633127669672499,0.009428571428571342,0.013196370945409264,0.01582748380129595,0.020398359212571805,0.02311716328212693,0.04145851757412074,0.09111346204707749
RSP,including_close,shockPct,32146,0.001606923019510651,0.002510691655230567,0.003808999117215985,0.004905646520218618,0.006063307238267466,0.007721780769980458,0.009431632166736821,0.01634990444892908,0.06942903752039162
RSP,including_close,shockAtrRatio,32146,0.12775518151292486,0.18804790323951148,0.2724548520472727,0.34540559589090936,0.4200740318524695,0.5337414726617259,0.619221333421564,0.8568566445685746,2.3958783418329226
RSP,including_close,downsideExcursionPct,32146,0.0006716180325590754,0.0013646702047005466,0.002387591359994252,0.0032312063054904033,0.004194463097686266,0.00557862375027307,0.006756926147533023,0.010419432268439666,0.029432067775337294
RSP,including_close,downsideExcursionAtrRatio,32146,0.05429299729698098,0.10661614675363769,0.17617292864990813,0.23392248567216148,0.29940829380455924,0.3964148818384206,0.47646647880873866,0.7015163508504112,1.4476674085316596
RSP,including_close,realizedMovement60Pct,28423,0.0018739858010748867,0.0029553612279817005,0.004445852832708994,0.0057279078644345465,0.007182012686948812,0.00896481276276803,0.010584676544319277,0.016586767634286296,0.05238231462022518
RSP,including_close,realizedMovement60AtrRatio,28423,0.1500769140179878,0.22144477248343605,0.32093865959423135,0.39389040501534145,0.47657870959570886,0.5939988654032098,0.6933289653966793,1.0057494669601008,2.3889636946709216
RSP,including_close,sessionDrawdownPct,32146,0.0030310718352416065,0.0058397867208327256,0.009543851399354524,0.012833213304778962,0.016528914299169927,0.021268781356206485,0.024846320387576372,0.034011464414842395,0.059116365899191045
RSP,including_close,sessionDrawdownAtrRatio,32146,0.2475033326507864,0.4734645739935708,0.7369128547339661,0.9476115948861179,1.1553700294028906,1.4152453470468123,1.67469195884557,2.118174500717318,3.990343957060779
RSP,including_close,pathLength60,28423,0.0031549205472574116,0.0050009519712644335,0.007498124530148175,0.009596702843376952,0.011900546256035278,0.014895146545646547,0.017897934932112926,0.029052940730845866,0.10200038646655096
RSP,including_close,openToCurrentPct,32146,0.00012764062707704138,0.0035269878581385417,0.007025455339817466,0.009649042016685427,0.012581850040690318,0.015911705378462187,0.018648987897782136,0.026542481125924115,0.09111346204707749
RSP,opening_1_4,shockPct,4964,0.002755641558478031,0.003958387799840023,0.005481223974923056,0.006575771642871211,0.0075235687165458465,0.008993715341959266,0.010593299150638615,0.01741257012535409,0.044207317073170715
RSP,opening_1_4,shockAtrRatio,4964,0.21966230769437256,0.3032581695855276,0.4024674622114064,0.48535614392172677,0.5674993950994682,0.6538932043330499,0.7333891617280849,1.04600584898051,2.0161322822843375
RSP,opening_1_4,downsideExcursionPct,4964,0.0011577647074844412,0.002202532124730779,0.0036565311957996076,0.004765917711745094,0.005786665793379462,0.00713514285854076,0.008433713254560158,0.011397176215657728,0.029432067775337294
RSP,opening_1_4,downsideExcursionAtrRatio,4964,0.09436941034502185,0.17500196529993806,0.27889684513470586,0.35438848890965463,0.4376974875786621,0.5366826386650243,0.6066729330602656,0.774455943117028,1.3422877909107656
RSP,opening_1_4,realizedMovement60Pct,1241,0.0035414563408491186,0.005091634686951951,0.0068316848578356066,0.00814115642403109,0.009359341712985164,0.01097068860847463,0.012108485686733613,0.013761560528927434,0.05238231462022518
RSP,opening_1_4,realizedMovement60AtrRatio,1241,0.29157232119294063,0.3928071094705191,0.5196906937187616,0.5902408530455465,0.6574053583303617,0.7650821814540314,0.8158280889612775,1.1358693483625737,2.3889636946709216
RSP,opening_1_4,sessionDrawdownPct,4964,0.0019899496977338694,0.0038909019075653315,0.006115954064728172,0.007953925634128495,0.009430575728367882,0.011440370495805397,0.013139155487621628,0.01907712588610803,0.04242686622549314
RSP,opening_1_4,sessionDrawdownAtrRatio,4964,0.16036513495885735,0.3092187240328121,0.48016389267942833,0.6002418177118453,0.7235116546758502,0.8827223485199646,0.9894727383812614,1.1855238431776747,1.934932502051535
RSP,opening_1_4,pathLength60,1241,0.005995480793590802,0.008414291810991181,0.011376454323097307,0.013362042704103794,0.015182873649738138,0.018400555601501285,0.020122367413905502,0.02280650599912351,0.10200038646655096
RSP,opening_1_4,openToCurrentPct,4964,0.00012979010406188873,0.0023132794061058726,0.004658855030879105,0.005946699994756766,0.0075380906978634666,0.009108951793446483,0.011211691964693104,0.01339852197091049,0.03716480083311646
RSP,nonopening_5_plus,shockPct,25941,0.0014257587073121594,0.0021626528541677853,0.0032314923619272116,0.004189344027499138,0.005183556515097424,0.0070318573846047455,0.00894338630313324,0.01584427259142922,0.06942903752039162
RSP,nonopening_5_plus,shockAtrRatio,25941,0.11451959842815776,0.16232912936702815,0.2291394253909322,0.2817907072388106,0.34922083283228866,0.44530574429140385,0.5394636877995014,0.8195905770793344,2.3958783418329226
RSP,nonopening_5_plus,downsideExcursionPct,25941,0.0006064281382656385,0.0012039895623006272,0.00208547673998276,0.002820874471086092,0.0035913114532273027,0.0046922826908832515,0.006089907891301461,0.009012413239744126,0.017719421250557543
RSP,nonopening_5_plus,downsideExcursionAtrRatio,25941,0.04929570688264549,0.09412888258515159,0.15269585387523218,0.2005348166184305,0.25189619147062225,0.3259850534077201,0.39949023972732506,0.6352817237629628,1.1731808745519192
